updated_at,id,start_date,end_date,election_type,result_type,special,office,district,name_raw,last_name,first_name,suffix,middle_name,party,jurisdiction,division,votes,votes_type,total_votes,winner,write_in,year
2014-11-30 20:51:12.152000,fl-2008-03-25-special-primary,2008-03-25 00:00:00,2008-03-25 00:00:00,primary,certified,True,State Representative,055,,McKenzie Jr.,Charles,,S.,Democrat,Hillsborough,ocd-division/country:us/state:fl/county:hillsborough,4,,,,,2008
2014-11-30 20:51:12.152000,fl-2008-03-25-special-primary,2008-03-25 00:00:00,2008-03-25 00:00:00,primary,certified,True,State Representative,055,,Williams,Earnest,,,Democrat,Hillsborough,ocd-division/country:us/state:fl/county:hillsborough,0,,,,,2008
2014-11-30 20:51:12.152000,fl-2008-03-25-special-primary,2008-03-25 00:00:00,2008-03-25 00:00:00,primary,certified,True,State Representative,055,,Rouson,Darryl,,Ervin,Democrat,Hillsborough,ocd-division/country:us/state:fl/county:hillsborough,2,,,,,2008
2014-11-30 20:51:12.152000,fl-2008-03-25-special-primary,2008-03-25 00:00:00,2008-03-25 00:00:00,primary,certified,True,State Representative,055,,McKenzie Jr.,Charles,,S.,Democrat,Manatee,ocd-division/country:us/state:fl/county:manatee,431,,,,,2008
2014-11-30 20:51:12.152000,fl-2008-03-25-special-primary,2008-03-25 00:00:00,2008-03-25 00:00:00,primary,certified,True,State Representative,055,,Williams,Earnest,,,Democrat,Manatee,ocd-division/country:us/state:fl/county:manatee,105,,,,,2008
2014-11-30 20:51:12.152000,fl-2008-03-25-special-primary,2008-03-25 00:00:00,2008-03-25 00:00:00,primary,certified,True,State Representative,055,,Rouson,Darryl,,Ervin,Democrat,Manatee,ocd-division/country:us/state:fl/county:manatee,313,,,,,2008
2014-11-30 20:51:12.152000,fl-2008-03-25-special-primary,2008-03-25 00:00:00,2008-03-25 00:00:00,primary,certified,True,State Representative,055,,McKenzie Jr.,Charles,,S.,Democrat,Pinellas,ocd-division/country:us/state:fl/county:pinellas,837,,,,,2008
2014-11-30 20:51:12.152000,fl-2008-03-25-special-primary,2008-03-25 00:00:00,2008-03-25 00:00:00,primary,certified,True,State Representative,055,,Williams,Earnest,,,Democrat,Pinellas,ocd-division/country:us/state:fl/county:pinellas,1257,,,,,2008
2014-11-30 20:51:12.152000,fl-2008-03-25-special-primary,2008-03-25 00:00:00,2008-03-25 00:00:00,primary,certified,True,State Representative,055,,Rouson,Darryl,,Ervin,Democrat,Pinellas,ocd-division/country:us/state:fl/county:pinellas,2005,,,,,2008
2014-11-30 20:51:12.152000,fl-2008-03-25-special-primary,2008-03-25 00:00:00,2008-03-25 00:00:00,primary,certified,True,State Representative,055,,McKenzie Jr.,Charles,,S.,Democrat,Sarasota,ocd-division/country:us/state:fl/county:sarasota,388,,,,,2008
2014-11-30 20:51:12.152000,fl-2008-03-25-special-primary,2008-03-25 00:00:00,2008-03-25 00:00:00,primary,certified,True,State Representative,055,,Williams,Earnest,,,Democrat,Sarasota,ocd-division/country:us/state:fl/county:sarasota,28,,,,,2008
2014-11-30 20:51:12.152000,fl-2008-03-25-special-primary,2008-03-25 00:00:00,2008-03-25 00:00:00,primary,certified,True,State Representative,055,,Rouson,Darryl,,Ervin,Democrat,Sarasota,ocd-division/country:us/state:fl/county:sarasota,88,,,,,2008
